param-n,abstract+autorewrite-regression-quadratic-real,abstract+autorewrite-regression-quadratic-sys,abstract+autorewrite-regression-quadratic-user,abstract+rewrite!-regression-quadratic-real,abstract+rewrite!-regression-quadratic-sys,abstract+rewrite!-regression-quadratic-user,autorewrite-noop-regression-linear-real,autorewrite-noop-regression-linear-sys,autorewrite-noop-regression-linear-user,autorewrite-regression-quadratic-real,autorewrite-regression-quadratic-sys,autorewrite-regression-quadratic-user,close-abstract+autorewrite-regression-quadratic-real,close-abstract+autorewrite-regression-quadratic-sys,close-abstract+autorewrite-regression-quadratic-user,close-abstract+rewrite!-regression-quadratic-real,close-abstract+rewrite!-regression-quadratic-sys,close-abstract+rewrite!-regression-quadratic-user,rewrite!-regression-quadratic-real,rewrite!-regression-quadratic-sys,rewrite!-regression-quadratic-user,rewrite?-noop-regression-linear-real,rewrite?-noop-regression-linear-sys,rewrite?-noop-regression-linear-user
250,1.69,0.008,1.682,1.722,0.,1.722,0.008,0.004,0.004,0.98,0.,0.98,0.7,0.003,0.696,0.689,0.,0.689,1.027,0.,1.027,0.005,0.,0.005
260,1.838,0.,1.837,1.815,0.,1.815,0.005,0.,0.005,1.089,0.,1.089,0.741,0.,0.741,0.761,0.,0.761,1.045,0.,1.045,0.006,0.,0.006
270,1.903,0.003,1.899,1.964,0.003,1.96,0.005,0.,0.005,1.169,0.,1.169,0.726,0.003,0.722,0.731,0.003,0.727,1.224,0.,1.224,0.006,0.,0.006
280,2.108,0.016,2.092,2.042,0.003,2.038,0.005,0.,0.005,1.266,0.007,1.258,0.833,0.008,0.825,0.778,0.,0.778,1.256,0.003,1.252,0.005,0.,0.005
290,2.323,0.,2.322,2.219,0.,2.219,0.006,0.,0.006,1.36,0.,1.36,0.953,0.,0.953,0.871,0.,0.87,1.339,0.,1.339,0.006,0.,0.006
300,2.379,0.023,2.355,2.428,0.007,2.42,0.006,0.,0.006,1.499,0.019,1.479,0.872,0.003,0.868,0.882,0.003,0.878,1.538,0.003,1.534,0.007,0.,0.007
310,2.659,0.,2.659,2.644,0.,2.644,0.007,0.,0.007,1.651,0.,1.651,0.998,0.,0.998,1.04,0.,1.039,1.595,0.,1.595,0.006,0.,0.006
320,2.774,0.,2.774,2.731,0.003,2.727,0.007,0.,0.007,1.718,0.,1.718,1.046,0.,1.046,1.011,0.,1.011,1.709,0.002,1.706,0.008,0.,0.008
330,2.943,0.,2.943,2.938,0.,2.938,0.007,0.,0.007,1.745,0.,1.745,1.188,0.,1.188,1.155,0.,1.155,1.773,0.,1.772,0.007,0.,0.007
340,3.16,0.003,3.155,3.138,0.,3.138,0.007,0.,0.007,1.951,0.,1.95,1.199,0.003,1.195,1.131,0.,1.131,1.996,0.,1.996,0.008,0.,0.008
350,3.366,0.007,3.348,3.489,0.019,3.468,0.009,0.,0.009,2.057,0.004,2.043,1.298,0.003,1.294,1.336,0.007,1.328,2.142,0.007,2.134,0.008,0.003,0.004
360,3.67,0.011,3.657,3.507,0.015,3.491,0.009,0.,0.009,2.23,0.011,2.218,1.428,0.,1.427,1.281,0.004,1.277,2.215,0.011,2.203,0.008,0.,0.008
370,3.755,0.,3.755,3.974,0.,3.974,0.009,0.,0.009,2.4,0.,2.399,1.343,0.,1.343,1.543,0.,1.543,2.418,0.,2.418,0.009,0.,0.009
380,3.879,0.,3.879,4.01,0.,4.01,0.009,0.,0.009,2.441,0.,2.44,1.427,0.,1.427,1.436,0.,1.435,2.56,0.,2.56,0.011,0.,0.011
390,4.255,0.004,4.251,4.431,0.001,4.428,0.01,0.,0.01,2.715,0.,2.715,1.527,0.004,1.523,1.714,0.,1.713,2.704,0.,2.703,0.01,0.,0.01
400,4.56,0.015,4.543,4.446,0.027,4.418,0.011,0.,0.011,2.929,0.007,2.92,1.618,0.007,1.61,1.5,0.012,1.488,2.933,0.015,2.917,0.01,0.,0.01
