param-0-nm,param-1-n,param-2-m,param-3-input-size,param-4-output-size,param-5-num-rewrites,autorewrite-regression-cubic-real,autorewrite-regression-cubic-sys,autorewrite-regression-cubic-user,rewrite!-regression-cubic-real,rewrite!-regression-cubic-sys,rewrite!-regression-cubic-user,rewrite-strat(bottomup)-regression-cubic-real,rewrite-strat(bottomup)-regression-cubic-sys,rewrite-strat(bottomup)-regression-cubic-user,rewrite-strat(topdown)-regression-cubic-real,rewrite-strat(topdown)-regression-cubic-sys,rewrite-strat(topdown)-regression-cubic-user,setoid-rewrite-regression-cubic-real,setoid-rewrite-regression-cubic-sys,setoid-rewrite-regression-cubic-user,ssr-rewrite!-regression-cubic-real,ssr-rewrite!-regression-cubic-sys,ssr-rewrite!-regression-cubic-user
146,0,146,295,3,146,,,,,,,,,,0.086,0.,0.086,,,,,,
147,0,147,297,3,147,,,,,,,,,,0.079,0.,0.079,,,,,,
147,1,49,301,7,147,0.045,0.,0.045,0.047,0.003,0.043,,,,0.071,0.,0.071,,,,,,
147,2,21,309,15,147,0.029,0.,0.029,0.029,0.,0.029,,,,0.054,0.,0.054,,,,,,
148,0,148,299,3,148,0.07,0.,0.07,,,,,,,0.083,0.,0.083,,,,,,
149,0,149,301,3,149,,,,,,,,,,0.085,0.,0.085,,,,,,
150,0,150,303,3,150,,,,,,,,,,0.088,0.,0.088,,,,,,
150,1,50,307,7,150,,,,,,,,,,0.075,0.003,0.071,,,,,,
150,3,10,331,31,150,0.018,0.,0.018,0.019,0.,0.019,0.201,0.,0.201,0.046,0.,0.046,0.086,0.,0.086,0.04,0.,0.04
151,0,151,305,3,151,0.071,0.,0.071,0.083,0.,0.083,,,,0.089,0.,0.089,,,,,,
152,0,152,307,3,152,,,,,,,,,,0.095,0.,0.095,,,,,,
153,0,153,309,3,153,,,,,,,,,,0.092,0.,0.092,,,,,,
153,1,51,313,7,153,0.052,0.,0.052,0.054,0.,0.054,,,,0.077,0.,0.077,,,,,,
154,0,154,311,3,154,0.072,0.,0.072,,,,,,,0.091,0.,0.091,,,,,,
154,2,22,323,15,154,0.03,0.,0.03,0.032,0.,0.032,,,,0.062,0.,0.062,,,,,,
155,0,155,313,3,155,,,,,,,,,,0.09,0.,0.09,,,,,,
155,4,5,373,63,155,0.012,0.,0.012,0.018,0.,0.018,0.214,0.,0.214,0.046,0.,0.046,0.081,0.,0.081,0.031,0.,0.031
156,0,156,315,3,156,,,,,,,,,,0.094,0.003,0.09,,,,,,
156,1,52,319,7,156,,,,,,,,,,0.078,0.,0.078,,,,,,
157,0,157,317,3,157,0.077,0.,0.077,0.08,0.,0.08,,,,0.096,0.,0.096,,,,,,
158,0,158,319,3,158,,,,,,,,,,0.097,0.,0.097,,,,,,
159,0,159,321,3,159,,,,,,,,,,0.099,0.,0.099,,,,,,
159,1,53,325,7,159,0.052,0.,0.052,0.054,0.,0.054,,,,0.084,0.,0.084,,,,,,
160,0,160,323,3,160,0.092,0.,0.092,,,,,,,0.098,0.,0.098,,,,,,
161,0,161,325,3,161,,,,,,,,,,0.102,0.,0.102,0.178,0.,0.178,,,
161,2,23,337,15,161,0.034,0.,0.034,0.034,0.,0.034,,,,0.074,0.,0.074,,,,,,
162,0,162,327,3,162,,,,,,,,,,0.122,0.,0.122,,,,,,
162,1,54,331,7,162,,,,,,,,,,0.084,0.,0.084,,,,,,
163,0,163,329,3,163,0.083,0.,0.083,0.087,0.,0.087,,,,0.111,0.,0.111,,,,,,
164,0,164,331,3,164,,,,,,,,,,0.108,0.,0.108,,,,,,
165,0,165,333,3,165,,,,,,,,,,0.13,0.,0.13,,,,,,
165,1,55,337,7,165,0.059,0.,0.059,0.063,0.,0.063,,,,0.087,0.,0.087,,,,,,
165,3,11,361,31,165,0.021,0.,0.021,0.023,0.,0.023,0.24,0.,0.24,0.055,0.,0.055,0.105,0.004,0.101,0.047,0.,0.047
166,0,166,335,3,166,0.087,0.,0.087,,,,,,,0.115,0.,0.115,,,,,,
167,0,167,337,3,167,,,,,,,,,,0.114,0.,0.114,,,,,,
168,0,168,339,3,168,,,,,,,,,,0.115,0.,0.115,,,,,,
168,1,56,343,7,168,,,,,,,,,,0.088,0.,0.088,,,,,,
168,2,24,351,15,168,0.037,0.,0.037,0.04,0.,0.04,,,,0.076,0.,0.076,,,,,,
169,0,169,341,3,169,0.098,0.,0.098,0.105,0.,0.105,,,,0.115,0.,0.115,,,,,,
170,0,170,343,3,170,0.09,0.,0.09,,,,,,,,,,,,,0.178,0.,0.178
171,0,171,345,3,171,,,,0.094,0.,0.094,,,,,,,,,,,,
171,1,57,349,7,171,0.06,0.,0.06,0.068,0.,0.068,,,,0.1,0.,0.1,0.181,0.,0.181,0.136,0.,0.136
175,2,25,365,15,175,0.038,0.,0.038,0.046,0.,0.046,,,,0.078,0.,0.078,0.154,0.,0.154,,,
180,3,12,391,31,180,0.025,0.,0.025,0.027,0.,0.027,0.281,0.,0.281,0.071,0.,0.071,0.127,0.,0.127,0.056,0.,0.056
182,2,26,379,15,182,,,,,,,,,,,,,,,,0.097,0.,0.097
186,4,6,435,63,186,0.018,0.,0.018,0.016,0.,0.016,,,,0.059,0.,0.059,,,,0.043,0.,0.043
189,5,3,505,127,189,0.012,0.,0.012,0.012,0.,0.012,,,,0.057,0.,0.057,0.099,0.,0.099,0.03,0.,0.03
193,0,193,389,3,193,,,,,,,,,,,,,0.247,0.,0.247,,,
195,3,13,421,31,195,,,,0.032,0.,0.032,0.329,0.,0.329,,,,0.14,0.,0.14,0.068,0.,0.068
197,0,197,397,3,197,,,,,,,,,,0.187,0.,0.187,,,,,,
199,0,199,401,3,199,0.122,0.,0.122,,,,,,,,,,,,,,,
200,0,200,403,3,200,,,,0.134,0.,0.134,,,,,,,,,,,,
204,0,204,411,3,204,,,,,,,,,,,,,,,,0.247,0.,0.247
204,1,68,415,7,204,,,,,,,,,,0.148,0.,0.148,,,,0.191,0.,0.191
207,1,69,421,7,207,0.088,0.,0.088,,,,,,,,,,,,,,,
210,2,30,435,15,210,,,,,,,,,,0.108,0.,0.108,,,,,,
210,3,14,451,31,210,,,,0.037,0.,0.037,0.38,0.,0.38,,,,0.162,0.,0.162,0.076,0.,0.076
213,1,71,433,7,213,,,,,,,,,,,,,0.263,0.,0.263,,,
216,1,72,439,7,216,,,,0.097,0.,0.097,,,,,,,,,,,,
217,2,31,449,15,217,0.06,0.,0.06,,,,,,,,,,0.225,0.,0.225,,,
217,4,7,497,63,217,,,,,,,0.377,0.003,0.373,0.083,0.,0.083,0.129,0.,0.129,0.053,0.,0.053
224,2,32,463,15,224,,,,,,,,,,,,,,,,0.151,0.,0.151
225,0,225,453,3,225,,,,,,,,,,0.224,0.,0.224,0.326,0.,0.326,,,
225,3,15,481,31,225,,,,0.04,0.,0.04,0.457,0.003,0.453,0.092,0.,0.092,0.18,0.003,0.177,0.087,0.,0.087
228,0,228,459,3,228,0.155,0.,0.155,,,,,,,,,,,,,,,
229,0,229,461,3,229,,,,0.16,0.,0.16,,,,,,,,,,,,
231,2,33,477,15,231,,,,0.067,0.,0.067,,,,,,,,,,,,
237,1,79,481,7,237,,,,,,,,,,0.196,0.,0.196,,,,0.26,0.003,0.256
238,0,238,479,3,238,,,,,,,,,,,,,,,,0.329,0.,0.329
240,3,16,511,31,240,0.042,0.,0.042,0.047,0.,0.047,0.512,0.004,0.508,,,,0.214,0.,0.214,0.097,0.,0.097
243,1,81,493,7,243,0.129,0.,0.129,,,,,,,,,,,,,,,
245,2,35,505,15,245,,,,,,,,,,0.15,0.,0.15,,,,,,
248,4,8,559,63,248,0.029,0.,0.029,,,,,,,0.103,0.,0.103,,,,0.061,0.,0.061
252,5,4,631,127,252,0.02,0.,0.02,0.019,0.,0.019,,,,0.085,0.,0.085,0.149,0.,0.149,0.044,0.,0.044
253,0,253,509,3,253,,,,,,,,,,0.234,0.,0.234,,,,,,
254,6,2,763,255,254,0.018,0.,0.018,0.013,0.,0.013,,,,0.083,0.,0.083,0.131,0.,0.131,0.033,0.,0.033
255,1,85,517,7,255,,,,,,,,,,,,,0.369,0.,0.369,,,
255,3,17,541,31,255,,,,0.053,0.,0.053,0.599,0.,0.599,,,,0.237,0.004,0.233,0.111,0.,0.111
255,7,1,1021,511,255,0.015,0.,0.015,0.01,0.,0.01,0.294,0.,0.294,0.093,0.,0.093,0.127,0.,0.127,0.02,0.,0.02
257,0,257,517,3,257,0.19,0.,0.19,,,,,,,,,,0.424,0.007,0.416,,,
258,0,258,519,3,258,,,,0.203,0.,0.203,,,,,,,,,,,,
259,2,37,533,15,259,0.095,0.,0.095,,,,,,,,,,0.305,0.,0.305,,,
261,1,87,529,7,261,,,,0.142,0.003,0.139,,,,,,,,,,,,
266,2,38,547,15,266,,,,,,,,,,,,,,,,0.204,0.003,0.2
270,1,90,547,7,270,,,,,,,,,,0.241,0.,0.241,,,,0.325,0.,0.325
270,3,18,571,31,270,,,,0.056,0.,0.056,,,,0.127,0.,0.127,0.257,0.,0.257,0.12,0.,0.12
279,1,93,565,7,279,0.173,0.,0.173,,,,,,,,,,,,,,,
279,4,9,621,63,279,,,,0.034,0.,0.034,,,,0.126,0.,0.126,0.207,0.003,0.203,,,
280,2,40,575,15,280,,,,,,,,,,0.181,0.,0.181,,,,,,
281,0,281,565,3,281,,,,,,,,,,0.283,0.,0.283,,,,,,
283,0,283,569,3,283,0.303,0.,0.303,,,,,,,,,,,,,,,
285,3,19,601,31,285,,,,0.061,0.,0.061,,,,,,,0.263,0.,0.263,0.137,0.,0.137
286,0,286,575,3,286,0.236,0.,0.236,,,,,,,,,,,,,,,
287,0,287,577,3,287,,,,0.25,0.,0.25,,,,,,,,,,,,
287,2,41,589,15,287,,,,0.109,0.003,0.105,,,,,,,,,,,,
288,0,288,579,3,288,,,,,,,,,,0.376,0.016,0.359,,,,,,
300,3,20,631,31,300,0.066,0.,0.066,0.067,0.,0.067,,,,,,,0.291,0.003,0.287,0.148,0.,0.148
301,2,43,617,15,301,0.118,0.,0.118,,,,,,,,,,,,,,,
303,1,101,613,7,303,,,,,,,,,,0.275,0.,0.275,,,,,,
306,1,102,619,7,306,,,,0.204,0.,0.204,,,,,,,,,,,,
309,0,309,621,3,309,,,,,,,,,,0.337,0.,0.337,,,,,,
310,4,10,683,63,310,0.041,0.,0.041,0.05,0.,0.05,,,,0.135,0.,0.135,,,,,,
315,0,315,633,3,315,0.287,0.,0.287,,,,,,,,,,,,,,,
315,1,105,637,7,315,0.207,0.,0.207,,,,,,,,,,,,,,,
315,2,45,645,15,315,,,,,,,,,,0.22,0.,0.22,,,,,,
315,3,21,661,31,315,,,,0.077,0.,0.077,,,,0.244,0.,0.244,0.316,0.,0.316,0.166,0.003,0.163
315,5,5,757,127,315,0.026,0.,0.026,0.026,0.,0.026,,,,0.114,0.,0.114,,,,0.063,0.,0.063
316,0,316,635,3,316,,,,0.297,0.,0.297,,,,,,,,,,,,
330,3,22,691,31,330,,,,0.089,0.002,0.086,,,,,,,0.345,0.,0.345,0.181,0.,0.181
336,1,112,679,7,336,,,,,,,,,,0.358,0.,0.358,,,,,,
337,0,337,677,3,337,,,,,,,,,,0.429,0.,0.429,,,,,,
341,4,11,745,63,341,0.048,0.,0.048,,,,,,,0.159,0.,0.159,,,,,,
342,0,342,687,3,342,,,,0.377,0.,0.377,,,,,,,,,,,,
343,2,49,701,15,343,0.143,0.,0.143,0.147,0.,0.147,,,,0.282,0.,0.282,,,,,,
345,3,23,721,31,345,,,,0.1,0.,0.1,,,,,,,0.403,0.003,0.399,0.189,0.,0.189
350,2,50,715,15,350,,,,,,,,,,0.268,0.,0.268,,,,,,
357,2,51,729,15,357,,,,,,,,,,0.317,0.,0.317,,,,,,
360,3,24,751,31,360,,,,0.1,0.,0.1,,,,,,,0.428,0.004,0.424,0.197,0.,0.197
364,2,52,743,15,364,,,,,,,,,,0.327,0.,0.327,,,,,,
371,2,53,757,15,371,,,,,,,,,,0.31,0.,0.31,,,,,,
372,4,12,807,63,372,0.058,0.,0.058,0.062,0.,0.062,,,,,,,,,,,,
375,3,25,781,31,375,,,,0.116,0.,0.116,,,,,,,0.461,0.,0.461,0.212,0.,0.212
378,2,54,771,15,378,,,,,,,,,,0.31,0.,0.31,,,,,,
378,5,6,883,127,378,0.036,0.,0.036,,,,,,,0.161,0.,0.161,,,,0.083,0.,0.083
381,6,3,1017,255,381,,,,0.031,0.,0.031,,,,,,,0.245,0.,0.245,0.056,0.,0.056
385,0,385,773,3,385,,,,,,,,,,,,,0.881,0.007,0.873,,,
385,2,55,785,15,385,,,,,,,,,,0.323,0.,0.323,0.644,0.,0.644,,,
390,3,26,811,31,390,,,,0.119,0.,0.119,,,,,,,0.476,0.003,0.472,0.23,0.,0.23
392,2,56,799,15,392,,,,,,,,,,0.33,0.,0.33,,,,,,
399,2,57,813,15,399,,,,,,,,,,0.342,0.,0.342,,,,,,
403,4,13,869,63,403,0.067,0.,0.067,,,,,,,,,,0.403,0.,0.403,,,
405,3,27,841,31,405,,,,0.131,0.,0.131,,,,,,,,,,0.244,0.,0.244
406,2,58,827,15,406,,,,,,,,,,0.356,0.,0.356,,,,,,
413,2,59,841,15,413,,,,,,,,,,0.412,0.,0.412,,,,,,
420,2,60,855,15,420,,,,,,,,,,0.438,0.,0.438,,,,,,
420,3,28,871,31,420,,,,0.138,0.,0.138,,,,,,,,,,0.265,0.,0.265
427,0,427,857,3,427,,,,0.581,0.003,0.577,,,,,,,,,,,,
427,2,61,869,15,427,0.214,0.,0.214,0.225,0.,0.225,,,,0.393,0.,0.393,,,,,,
434,2,62,883,15,434,,,,,,,,,,0.401,0.,0.401,,,,,,
434,4,14,931,63,434,0.081,0.003,0.078,0.081,0.,0.081,,,,0.237,0.,0.237,,,,0.187,0.,0.187
435,3,29,901,31,435,,,,0.144,0.,0.144,,,,,,,,,,0.282,0.,0.282
441,2,63,897,15,441,,,,,,,,,,0.46,0.,0.46,,,,,,
441,5,7,1009,127,441,0.047,0.,0.047,,,,,,,0.215,0.,0.215,,,,,,
448,2,64,911,15,448,,,,,,,,,,0.535,0.,0.535,,,,,,
450,3,30,931,31,450,,,,0.154,0.,0.154,,,,,,,,,,0.314,0.003,0.31
455,2,65,925,15,455,,,,,,,,,,0.444,0.,0.444,,,,,,
462,2,66,939,15,462,,,,,,,,,,0.5,0.,0.5,,,,,,
465,3,31,961,31,465,,,,0.154,0.,0.154,,,,,,,,,,0.36,0.,0.36
465,4,15,993,63,465,0.094,0.,0.094,,,,,,,,,,,,,,,
469,2,67,953,15,469,,,,,,,,,,0.526,0.,0.526,,,,,,
476,2,68,967,15,476,,,,,,,,,,0.507,0.,0.507,,,,,,
480,3,32,991,31,480,,,,0.168,0.003,0.164,,,,,,,,,,0.355,0.,0.355
483,2,69,981,15,483,,,,,,,,,,0.497,0.003,0.494,,,,,,
490,2,70,995,15,490,,,,,,,,,,0.545,0.,0.545,,,,,,
495,3,33,1021,31,495,,,,0.18,0.,0.18,,,,,,,,,,0.376,0.,0.375
496,4,16,1055,63,496,0.099,0.003,0.095,0.102,0.,0.102,,,,,,,,,,0.245,0.,0.245
497,2,71,1009,15,497,,,,,,,,,,0.651,0.,0.651,,,,,,
504,2,72,1023,15,504,,,,,,,,,,0.538,0.,0.538,,,,,,
504,5,8,1135,127,504,0.062,0.,0.062,,,,,,,0.252,0.,0.252,,,,,,
505,0,505,1013,3,505,,,,,,,,,,0.919,0.,0.919,,,,,,
508,0,508,1019,3,508,0.732,0.,0.732,,,,,,,,,,,,,,,
508,6,4,1271,255,508,,,,0.038,0.,0.038,,,,,,,0.385,0.,0.385,,,
510,3,34,1051,31,510,,,,0.19,0.,0.19,,,,,,,,,,0.397,0.,0.397
511,2,73,1037,15,511,,,,0.328,0.,0.328,,,,,,,1.039,0.003,1.035,,,
511,8,1,2045,1023,511,0.032,0.,0.032,0.022,0.,0.022,,,,0.235,0.,0.235,0.381,0.,0.381,0.052,0.,0.052
512,0,512,1027,3,512,,,,0.777,0.003,0.773,,,,,,,,,,,,
513,0,513,1029,3,513,,,,,,,,,,,,,1.538,0.,1.538,,,
525,3,35,1081,31,525,,,,0.2,0.,0.2,,,,,,,,,,0.441,0.,0.441
527,4,17,1117,63,527,0.112,0.,0.112,0.119,0.,0.119,,,,0.333,0.,0.333,,,,,,
540,3,36,1111,31,540,,,,0.209,0.,0.209,,,,,,,,,,0.474,0.,0.474
541,0,541,1085,3,541,,,,,,,,,,,,,,,,1.595,0.003,1.591
555,3,37,1141,31,555,,,,0.237,0.,0.237,,,,,,,,,,,,
558,4,18,1179,63,558,,,,0.14,0.,0.14,,,,,,,,,,,,
565,0,565,1133,3,565,0.983,0.012,0.971,,,,,,,,,,,,,,,
567,5,9,1261,127,567,,,,,,,,,,,,,0.611,0.004,0.607,0.177,0.003,0.173
570,3,38,1171,31,570,,,,0.261,0.,0.261,,,,,,,,,,,,
575,0,575,1153,3,575,,,,,,,,,,1.227,0.028,1.199,,,,,,
589,4,19,1241,63,589,0.145,0.,0.144,0.159,0.,0.159,,,,0.405,0.,0.405,,,,,,
590,0,590,1183,3,590,,,,,,,,,,1.292,0.003,1.288,,,,,,
593,0,593,1189,3,593,1.075,0.,1.075,,,,,,,,,,,,,,,
620,4,20,1303,63,620,,,,0.164,0.,0.164,,,,,,,,,,,,
651,4,21,1365,63,651,0.166,0.,0.166,0.188,0.,0.188,,,,0.53,0.,0.53,,,,,,
674,0,674,1351,3,674,,,,,,,,,,1.679,0.019,1.659,,,,,,
677,0,677,1357,3,677,1.305,0.003,1.301,,,,,,,,,,,,,,,
682,4,22,1427,63,682,,,,0.183,0.,0.183,,,,,,,,,,,,
683,0,683,1369,3,683,,,,1.351,0.003,1.347,,,,,,,,,,,,
693,5,11,1513,127,693,0.108,0.,0.108,0.131,0.,0.131,,,,0.418,0.,0.418,,,,,,
769,0,769,1541,3,769,,,,,,,,,,,,,3.343,0.,3.343,,,
811,0,811,1625,3,811,,,,,,,,,,,,,,,,3.569,0.,3.568
819,5,13,1765,127,819,,,,,,,,,,,,,1.143,0.,1.143,0.347,0.,0.347
1008,5,16,2143,127,1008,0.231,0.,0.231,0.259,0.003,0.255,,,,0.823,0.,0.823,,,,,,
1011,0,1011,2025,3,1011,,,,,,,,,,3.745,0.02,3.724,,,,,,
1016,0,1016,2035,3,1016,2.975,0.,2.975,,,,,,,,,,,,,,,
1023,9,1,4093,2047,1023,0.064,0.,0.064,0.048,0.,0.048,,,,0.713,0.,0.713,0.943,0.003,0.939,0.101,0.,0.101
1024,0,1024,2051,3,1024,,,,3.09,0.,3.09,,,,,,,,,,,,
1025,0,1025,2053,3,1025,,,,,,,,,,,,,5.922,0.007,5.913,,,
1071,5,17,2269,127,1071,,,,,,,,,,,,,,,,0.584,0.,0.584
1081,0,1081,2165,3,1081,,,,,,,,,,,,,,,,6.287,0.,6.287
1323,5,21,2773,127,1323,0.385,0.,0.385,0.392,0.,0.392,,,,1.519,0.,1.519,,,,,,
1365,0,1365,2733,3,1365,,,,5.513,0.015,5.496,,,,,,,,,,,,
