param-n,abstract-regression-linear-real,abstract-regression-linear-sys,abstract-regression-linear-user,reify-regression-cubic-real,reify-regression-cubic-sys,reify-regression-cubic-user
94,0.003,0.,0.003,0.438,0.,0.438
95,0.003,0.,0.003,0.45,0.,0.45
96,0.003,0.,0.003,0.455,0.,0.455
97,0.003,0.,0.003,0.498,0.,0.498
98,0.003,0.,0.003,0.509,0.,0.508
99,0.003,0.,0.003,0.5,0.,0.5
100,0.003,0.,0.003,0.516,0.,0.516
110,0.003,0.,0.003,0.7,0.007,0.692
120,0.004,0.,0.004,0.81,0.002,0.808
130,0.004,0.,0.004,0.954,0.006,0.947
140,0.004,0.,0.004,1.198,0.002,1.195
150,0.005,0.,0.005,1.351,0.001,1.349
160,0.005,0.,0.005,1.63,0.,1.63
170,0.005,0.,0.005,1.929,0.004,1.924
180,0.006,0.,0.006,2.212,0.,2.211
190,0.006,0.,0.006,2.562,0.003,2.558
200,0.006,0.,0.006,2.916,0.004,2.911
210,0.007,0.,0.007,3.308,0.001,3.306
220,0.007,0.,0.007,3.779,0.,3.779
230,0.007,0.,0.007,4.219,0.002,4.216
240,0.008,0.,0.008,4.645,0.002,4.642
250,0.008,0.,0.008,5.181,0.004,5.175
260,0.008,0.,0.008,5.982,0.,5.981
270,0.009,0.,0.009,6.378,0.,6.378
280,0.009,0.,0.009,7.183,0.,7.183
290,0.009,0.,0.009,7.836,0.,7.834
300,0.01,0.,0.01,8.721,0.001,8.717
350,0.014,0.,0.014,13.203,0.005,13.196
400,0.013,0.,0.013,18.939,0.001,18.937
450,0.015,0.,0.015,26.566,0.017,26.547
500,0.016,0.,0.016,35.759,0.006,35.752
