param-n,abstract-regression-linear-real,abstract-regression-linear-sys,abstract-regression-linear-user,reify-regression-cubic-real,reify-regression-cubic-sys,reify-regression-cubic-user
56,0.006,0.,0.006,0.444,0.,0.444
57,0.005,0.,0.005,0.474,0.003,0.47
58,0.005,0.,0.005,0.448,0.004,0.444
59,0.005,0.,0.005,0.456,0.003,0.452
60,0.006,0.,0.006,0.472,0.003,0.468
61,0.005,0.,0.005,0.527,0.,0.527
62,0.005,0.,0.005,0.499,0.,0.499
63,0.005,0.,0.005,0.521,0.,0.521
64,0.007,0.,0.007,0.568,0.,0.568
65,0.006,0.,0.006,0.64,0.,0.64
66,0.006,0.,0.006,0.611,0.,0.611
67,0.007,0.,0.007,0.626,0.007,0.618
68,0.007,0.,0.007,0.663,0.,0.663
69,0.006,0.,0.006,0.685,0.008,0.677
70,0.006,0.,0.006,0.701,0.,0.701
71,0.006,0.,0.006,0.75,0.,0.75
72,0.006,0.,0.006,0.71,0.,0.71
73,0.008,0.,0.008,0.777,0.,0.777
74,0.011,0.,0.011,0.878,0.003,0.874
75,0.009,0.,0.009,0.827,0.,0.827
76,0.006,0.,0.006,0.815,0.,0.815
77,0.008,0.,0.008,0.818,0.,0.818
78,0.006,0.,0.006,0.843,0.,0.843
79,0.009,0.,0.009,0.891,0.003,0.887
80,0.008,0.,0.008,0.928,0.,0.928
81,0.007,0.,0.007,0.984,0.,0.984
82,0.007,0.,0.007,1.007,0.,1.007
83,0.007,0.,0.007,1.006,0.,1.006
84,0.007,0.,0.007,1.04,0.,1.04
85,0.007,0.,0.007,1.047,0.003,1.043
86,0.008,0.,0.008,1.264,0.,1.264
87,0.008,0.,0.008,1.136,0.,1.136
88,0.008,0.,0.008,1.176,0.,1.176
89,0.008,0.,0.008,1.175,0.,1.175
90,0.007,0.,0.007,1.205,0.003,1.2
91,0.009,0.,0.009,1.233,0.,1.233
92,0.008,0.,0.008,1.272,0.,1.272
93,0.008,0.,0.008,1.336,0.,1.336
94,0.008,0.,0.008,1.317,0.,1.317
95,0.009,0.,0.009,1.307,0.003,1.303
96,0.009,0.,0.009,1.392,0.,1.392
97,0.008,0.,0.008,1.373,0.,1.373
98,0.008,0.,0.008,1.388,0.,1.388
99,0.008,0.,0.008,1.437,0.,1.437
100,0.01,0.,0.01,1.521,0.,1.521
110,0.01,0.,0.01,2.363,0.003,2.359
120,0.01,0.,0.01,2.285,0.012,2.272
130,0.01,0.,0.01,2.814,0.023,2.789
140,0.012,0.,0.012,3.298,0.,3.298
150,0.013,0.,0.013,3.874,0.015,3.858
160,0.013,0.,0.013,4.547,0.,4.546
170,0.014,0.,0.014,5.377,0.019,5.357
180,0.016,0.,0.016,6.441,0.,6.44
190,0.019,0.,0.019,7.343,0.004,7.338
200,0.016,0.,0.016,8.342,0.016,8.322
210,0.017,0.,0.017,10.067,0.,10.066
220,0.016,0.,0.016,11.374,0.003,11.369
230,0.019,0.,0.019,12.434,0.008,12.425
240,0.019,0.,0.019,14.297,0.015,14.28
250,0.02,0.,0.02,15.361,0.011,15.344
260,0.022,0.,0.022,17.054,0.007,17.045
270,0.023,0.,0.023,18.884,0.003,18.878
280,0.025,0.,0.025,21.154,0.048,21.101
290,0.026,0.,0.026,22.956,0.003,22.95
300,0.025,0.,0.025,25.838,0.008,25.827
350,0.028,0.,0.028,40.208,0.048,40.154
400,0.031,0.,0.031,58.862,0.056,58.798
450,0.045,0.,0.045,83.79,0.096,83.682
500,0.042,0.,0.042,115.179,0.06,115.106
